,class,problem,code,answer,semantics
1761,8,길이가 48cm 인 끈으로 가장 큰 정사각형을 만들려고 합니다. 정사각형 한 변의 길이는 몇 cm 입니까?,"a = 48
b = 4
y = a / b
print(y)",12,길이 가 48 cm 인 끈 으로 가장 큰 정사각형 을 만들 려고 합니다 . 정사각형 한 변의 길이 는 몇 cm 입니까 ?
1762,3,"숫자 7, 9, 3이 있습니다. 세 수를 사용하여 가장 큰 수를 만들어보세요.","a = [7, 9, 3]
a.sort(reverse=True)
a = list(map(str, a))
y = int("""".join(a))
print(y)",973,"숫자 7 , 9 , 3 이 있 습니다 . 세 수 를 사용 하 여 가장 큰 수 를 만들 어 보 세요 ."
1763,3,"200부터 500까지 자연수를 한 번씩 쓴다고 할 때, 숫자 0은 모두 몇 번 나오는지 구해보시오.","a = 200
b = 500
c = '0'
y = 0
for i in range(a, b + 1):
    y += str(i).count(c)
print(y)",62,"200 부터 500 까지 자연수 를 한 번 씩 쓴다고 할 때 , 숫자 0 은 모두 몇 번 나오 는지 구해 보 시 오 ."
1764,8,"지성이는 네 변의 길이의 합이 48센티미터인 정사각형 모양의 색종이를 잘랐습니다. 정삼각형의 한변은 정사각형의 한변과 길이가 같다고 할 때, 잘라서 만든 정삼각형 둘레의 길이는 얼마인가요?","a = 48
b = 4
c = 3
y = (a / b) * c
print(y)",36,"지성 이 는 네 변의 길이 의 합 이 48 센티미터 인 정사각형 모양 의 색종이 를 잘랐 습니다 . 정삼각형 의 한 변 은 정사각형 의 한 변 과 길이 가 같 다고 할 때 , 잘라서 만든 정삼각형 둘레 의 길이 는 얼마 인가요 ?"
1765,5,"규칙을 찾아서 A에 알맞은 수를 써넣으시오. 3, A, 9","a = 3
b = 9
c = b - a
y = a + c / 2
print(y)",6,"규칙 을 찾 아서 A 에 알맞 은 수 를 써 넣 으시오 . 3 , A , 9"
1766,5,어떤 수를 8로 나누었더니 3이 되었습니다. 어떤 수를 12으로 나눈 몫은 얼마입니까?,"a = 8
b = 3
c = 12
y = a * b // c
print(y)",2,어떤 수 를 8 로 나누 었 더니 3 이 되 었 습니다 . 어떤 수 를 12 으로 나눈 몫 은 얼마 입니까 ?
1767,3,"숫자 카드 2, 5, 6를 한 번씩만 사용하여 만들 수 있는 수 중에서 만들 수 있는 가장 작은 세자리 수는 얼마인지 구하세요.","from itertools import permutations

a = ['2', '5', '6']
y = int(min(map(''.join, permutations(a))))
print(y)",256,"숫자 카드 2 , 5 , 6 를 한 번 씩 만 사용 하 여 만들 수 있 는 수 중 에서 만들 수 있 는 가장 작 은 세 자리 수 는 얼마 인지 구하 세요 ."
1768,6,어떤 수에 8을 나누었더니 10으로 나누어 떨어졌습니다. 어떤 수를 4으로 나눈 몫은 얼마인지 구하시오.,"a = 8
b = 10
c = 4
y = a * b // c
print(y)",20,어떤 수 에 8 을 나누 었 더니 10 으로 나누 어 떨어졌 습니다 . 어떤 수 를 4 으로 나눈 몫 은 얼마 인지 구하 시 오 .
1769,4,"세 숫자 6/10, 8/13, 4/5 의 크기를 비교하여 기장 큰 숫자를 소수로 적으시오","a = [6/10, 8/13, 4/5]
y = max(a)
print(y)",0.80,"세 숫자 6 / 10 , 8 / 13 , 4 / 5 의 크기 를 비교 하 여 기장 큰 숫자 를 소수 로 적 으시오"
1770,5,"1371, A, 1391 규칙적인 수의 배열에서 A에 알맞은 수는 무엇인가요?","a = 1371
b = 1391
c = a - b
y = b + c / 2
print(y)",1381,"1371 , A , 1391 규칙 적 인 수 의 배열 에서 A 에 알맞 은 수 는 무엇 인가요 ?"
1771,4,"색연필의 무게는 지우개 2개, 볼펜의 무게는 지우개 5개, 필통의 무게는 지우개 30개, 색종이 한 묶음의 무게는 지우개 12개의 무게와 같다고 한다면, 가장 무거운 물건의 무게는 가장 가벼운 물건의 무게의 몇 배입니까?","a = 2
b = 5
c = 30
d = 12
e = [a, b, c, d]
y = max(e) / min(e)
print(y)",15,"색연필 의 무게 는 지우개 2 개 , 볼펜 의 무게 는 지우개 5 개 , 필통 의 무게 는 지우개 30 개 , 색종이 한 묶음 의 무게 는 지우개 12 개 의 무게 와 같 다고 한다면 , 가장 무거운 물건 의 무게 는 가장 가벼운 물건 의 무게 의 몇 배 입니까 ?"
1772,8,"민재는 둘레가 53.4센티미터인 정사각형 모양 캔버스에 유화를 그렸다면, 캔버스의 한 변의 길이는 몇 센티미터인가요?","a = 53.4
b = 4
y = a / b
print(y)",13.35,"민재 는 둘레 가 53 . 4 센티미터 인 정사각형 모양 캔버스 에 유화 를 그렸 다면 , 캔버스 의 한 변의 길이 는 몇 센티미터 인가요 ?"
1773,6,어떤 수를 3배 한 후 5를 빼고 이것을 4로 나눈 후 2을 뺐더니 2가 되었습니다. 어떤 수를 구해보시오.,"a = 3
b = 5
c = 4
d = 2
e = 2
y = (((e + d) * c) + b) / a
print(y)",7,어떤 수 를 3 배 한 후 5 를 빼 고 이것 을 4 로 나눈 후 2 을 뺐 더니 2 가 되 었 습니다 . 어떤 수 를 구해 보 시 오 .
1774,1,어느 백화점 주차장의 시간당 요금은 1000원입니다. 백화점주차장에서 5시간 동안 주차를 하면 주차 요금은 얼마일까요?,"a = 1000
b = 5
y = a * b
print(y)",5000,어느 백화점 주차장 의 시간 당 요금 은 1000 원 입니다 . 백화점 주차장 에서 5 시간 동안 주차 를 하 면 주차 요금 은 얼마 일까요 ?
1775,1,한 색종이의 길이가 10cm 인 종이13 장을 4 cm 씩 겹치게 길게 이어 붙였습니다. 이어 붙인 색종이 전체의 길이는 몇 cm 일까요?,"a = 10
b = 13
c = 4
y = a * b - c * (b - 1)
print(y)",82,한 색종이 의 길이 가 10 cm 인 종이 13 장 을 4 cm 씩 겹치 게 길 게 이어 붙였 습니다 . 이어 붙인 색종이 전체 의 길이 는 몇 cm 일까요 ?
1776,8,"가로 8센티미터, 세로 9센티미터인 직사각형이 있습니다. 이 직사각형의 넓이는 얼마일까요?","a = 8
b = 9
y = a * b
print(y)",72,"가로 8 센티미터 , 세로 9 센티미터 인 직사각형 이 있 습니다 . 이 직사각 형 의 넓이 는 얼마 일까요 ?"
1777,3,"3 숫자 카드 2, 4, 6가 있습니다. 카드를 2장을 뽑아 두 자리 수를 만들려고 합니다. 만들 수 있는 4의 배수는 모두 몇 개인지구하세요.","from itertools import permutations
a = ['2', '4', '6']
b = 4
c = list(map(''.join, permutations(a, 2)))
d = 0
for i in c:
    if int(i) % b == 0:
        d += 1
y = d
print(y)",2,"3 숫자 카드 2 , 4 , 6 가 있 습니다 . 카드 를 2 장 을 뽑 아 두 자리 수 를 만들 려고 합니다 . 만들 수 있 는 4 의 배수 는 모두 몇 개 인지 구하 세요 ."
1778,1,경수의 생일은 3월 마지막 날입니다. 아린이는 경수보다 17일 먼저 태어났습니다. 아린이의 생일은 3월 몇 일인지 구해보시오.,"a = 31
b = 17
y = a - b
print(y)",14,경수 의 생일 은 3 월 마지막 날 입니다 . 아린 이 는 경수 보다 17 일 먼저 태어났 습니다 . 아 린이 의 생일 은 3 월 몇 일 인지 구해 보 시 오 .
1779,1,"희선이는 나무를 18도막으로 자르려고 합니다. 한 번 자르는 데 2분씩 걸린다고 할 때,  모두 자를 때 까지 몇 분이 걸리나요?","a = 18
b = 2
y = (a - 1) * b
print(y)",34,"희선 이 는 나무 를 18 도막 으로 자르 려고 합니다 . 한 번 자르 는 데 2 분 씩 걸린다고 할 때 , 모두 자를 때 까지 몇 분 이 걸리 나요 ?"
1780,1,길이가 6 cm 4 mm 인 철사를 8 도막으로 똑같이 나누었습니다. 철사 한 도막의 길이는 몇 mm로 나누어 지나요?,"a = 6
b = 4
c = 8
y = (a * 10 + b) / c
print(y)",8,길이 가 6 cm 4 mm 인 철사 를 8 도막 으로 똑같이 나누 었 습니다 . 철사 한 도막 의 길이 는 몇 mm 로 나누 어 지 나요 ?
1781,1,페인트가 10L 로 벽을 칠했더니 페인트가 3.5L 남았습니다. 사용한 페인트는 몇 L인지 구해 보세요.,"a = 10
b = 3.5
y = a - b
print(y)",6.50,페인트 가 10 L 로 벽 을 칠 했 더니 페인트 가 3 . 5 L 남 았 습니다 . 사용 한 페인트 는 몇 L 인지 구해 보 세요 .
1782,3,"숫자 카드 1, 5, 6을 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차를 구하시오.","a = ['1', '5', '6']
a.sort()
b = int(''.join(a))
a.sort(reverse=True)
c = int(''.join(a))
y = c - b
print(y)",495,"숫자 카드 1 , 5 , 6 을 한 번 씩 만 사용 하 여 세 자리 수 를 만들 려고 합니다 . 만들 수 있 는 가장 큰 수 와 가장 작 은 수 의 차 를 구하 시 오 ."
1783,5,3.5 * 4를 0.2의 개수로 계산한다면 몇 개가 됩니까?,"a = 3.5
b = 4
c = 0.2
y = int(a * b / c)
print(y)",70,3 . 5 * 4 를 0 . 2 의 개수 로 계산 한다면 몇 개 가 됩니까 ?
1784,1,"도훈이는 매일 400mL 씩 7 일 동안 우유를 마셨고, 정은이는 도훈이가 마신 우유의 3 배보다 2400mL 더 많이 마셨습니다. 상희이는 매일 1200mL 씩 2 주 동안 우유를 마셨습니다. 상희가 마신 우유는 도훈이와 정은이가 마신 우유의 합보다 얼마나 더 많을까요?","a = 400
b = 7
c = 3
d = 2400
e = 1200
f = 14
y = (e * f) - ((a * b) + (a * b * c + 2400))
print(y)",3200,"도훈 이 는 매일 400 mL 씩 7 일 동안 우유 를 마셨 고 , 정은 이 는 도훈 이 가 마신 우유 의 3 배 보다 2400 mL 더 많이 마셨 습니다 . 상희 이 는 매일 1200 mL 씩 2 주 동안 우유 를 마셨 습니다 . 상희 가 마신 우유 는 도훈 이 와 정은 이 가 마신 우유 의 합 보다 얼마나 더 많 을까요 ?"
1785,3,1부터 4까지의 수를 하나씩 사용하여 가장 작은 수를 만들어 보시오.,"a = [1, 2, 3, 4]
a.sort(reverse=False)
b = list(map(str, a))
y = """".join(b)
print(y)",1234,1 부터 4 까지 의 수 를 하나 씩 사용 하 여 가장 작 은 수 를 만들 어 보 시 오 .
1786,8,한 변의 길이가 20cm인 정팔각형이 있습니다. 이 정팔각형의 둘레는 얼마인가요?,"a = 20
b = 8
y = a * b
print(y)",160,한 변의 길이 가 20 cm 인 정팔각형 이 있 습니다 . 이 정팔각형 의 둘레 는 얼마 인가요 ?
1787,1,진모의 통장에는 23일에 4200원이 있습니다. 24일부터 29일까지 매일 400원씩 저금한다면 모두 얼마가 될까?,"a = 4200
b = 29 - 24 + 1
c = 400
y = a + c * b
print(y)",6600,진모 의 통장 에 는 23 일 에 4200 원 이 있 습니다 . 24 일 부터 29 일 까지 매일 400 원 씩 저금 한다면 모두 얼마 가 될까 ?
1788,1,수진이는 전체 젤리의 3/4을 먹었습니다. 소영이가 먹은 젤리가 36개라면 전체 젤리는 몇 개일까요?,"a = 3 / 4
b = 36
y = b / a
print(y)",48,수진 이 는 전체 젤리 의 3 / 4 을 먹 었 습니다 . 소영 이 가 먹 은 젤리 가 36 개 라면 전체 젤리 는 몇 개 일까요 ?
1789,1,"밸트가  150cm를 시완, 현석, 유나, 류진이가 똑같이 나누어 가졌습니다. 유나는 나누어 밸트로 매듭을 만들려고 합니다.매듭 1 개를 만드는 데 밸트 10cm가 필요하다면 밸트 3개를 만들고 남은 유나의 밸트는 몇 cm가 될까요?","a = 150
b = 4
c = 10
d = 3
y = (a / b) - (c * d)
print(y)",7.5,"밸 트 가 150 cm 를 시완 , 현석 , 유나 , 류진 이 가 똑같이 나누 어 가졌 습니다 . 유나 는 나누 어 밸 트 로 매듭 을 만들 려고 합니다 . 매듭 1 개 를 만드 는 데 밸 트 10 cm 가 필요 하 다면 밸 트 3 개 를 만들 고 남 은 유나 의 밸 트 는 몇 cm 가 될까요 ?"
1790,8,한 변의 길이가 3.7센티미터인 정삼각형이 있습니다. 이 정삼각형의 둘레는 몇 센티미터인가요?,"a = 3.7
b = 3
y = a * b
print(y)",11.10,한 변의 길이 가 3 . 7 센티미터 인 정삼각형 이 있 습니다 . 이 정삼각형 의 둘레 는 몇 센티미터 인가요 ?
1791,8,한 변의 길이가 15미터인 정사각형이 있습니다. 이 정사각형의 둘레는 몇 미터입니까?,"a = 15
b = 4
y = a * b
print(y)",60,한 변의 길이 가 15 미터 인 정사각형 이 있 습니다 . 이 정사각형 의 둘레 는 몇 미터 입니까 ?
1792,5,"25/100:0.32을 전항이 25인 간단한 자연수의 비로 바꿔서 나타내려고 한다면, 후항은 얼마인가요?","a = 25/100
b = 0.32
c = 25
y = b * c / a
print(y)",32,"25 / 100 : 0 . 32 을 전항 이 25 인 간단 한 자연수 의 비 로 바꿔서 나타내 려고 한다면 , 후항 은 얼마 인가요 ?"
1793,5,"180은 A보다 80큰 수입니다. 300은 50보다 B 큰 수라고 한다면, A+B는 얼마일까요?","a = 180
b = 80
c = 300
d = 50
y = (a - b) + (c - d)
print(y)",350,"180 은 A 보다 80 큰 수 입니다 . 300 은 50 보다 B 큰 수 라고 한다면 , A + B 는 얼마 일까요 ?"
1794,5,"곱의 크기를 비교하여 O 안에 >, = , <를 알맞게 써넣으세요. 5 * 9 O 2 * 20","a = 9 * 5
b = 2 * 20
if a > b:
    y = '>'
elif a < b:
    y = '<'
else:
    y = '='
print(y)",>,"곱 의 크기 를 비교 하 여 O 안 에 >, = , < 를 알맞 게 써 넣 으세요 . 5 * 9 O 2 * 20"
1795,3,"숫자 카드 2, 5, 6가 있습니다. 이 카드를 한 번씩 모두 사용하여 소수 두 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하시오.","from itertools import permutations

a = ['2', '5', '6']
b = 3
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = (c + d) * (0.01)
print(y)",9.08,"숫자 카드 2 , 5 , 6 가 있 습니다 . 이 카드 를 한 번 씩 모두 사용 하 여 소수 두 자리 수 를 만들 려고 합니다 . 만들 수 있 는 가장 큰 수 와 가장 작 은 수 의 합 을 구하 시 오 ."
1796,1,네 변의 길이의 합이 84cm인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇cm 입니까?,"a = 84
b = 4
y = a / b
print(y)",21,네 변의 길이 의 합 이 84 cm 인 정사각형 이 있 습니다 . 이 정사각형 의 한 변의 길이 는 몇 cm 입니까 ?
1797,6,어떤 수에서 30을 빼야 하는데 실수로 더했더니 68이 되었습니다. 어떤 수는 얼마일까요?,"a = 30
b = 68
y = b - a
print(y)",38,어떤 수 에서 30 을 빼 야 하 는데 실수 로 더 했 더니 68 이 되 었 습니다 . 어떤 수 는 얼마 일까요 ?
1798,1,"용철이는 이번 주 월요일부터 금요일까지 하루에 2시간 15분씩 독서를 했습니다. 이번 주에 용철이가 독서한 시간은 몇 시간인지 구해 보세요.(단, 내림으로 시간만 구한다.)","a = 5
b = 2
c = 15 / 60
y = int(a * (b + c))
print(y)",11,"용 철 이 는 이번 주 월요일 부터 금요일 까지 하루 에 2 시간 15 분 씩 독서 를 했 습니다 . 이번 주 에 용 철 이 가 독서 한 시간 은 몇 시간 인지 구해 보 세요 . ( 단 , 내림 으로 시간 만 구한다 . )"
1799,3,"숫자 카드 7, 8, 9  중에서 2장을 뽑아 만들 수 있는 가장 작은 곱은 얼마일까요?","a = [7, 8, 9]
a.sort()
y = a[0] * a[1]
print(y)",56,"숫자 카드 7 , 8 , 9 중 에서 2 장 을 뽑 아 만들 수 있 는 가장 작 은 곱 은 얼마 일까요 ?"
1800,8,"가로 12미터, 세로 6미터인 직사각형 모양의 주차 구역이 있습니다. 총 72칸의 정사각형으로 나누어진 주차 구역마다의 크기는 모두 같다고하면, 주차 구역 한 칸의 둘레는 몇 미터일까요? (단, 주차 구역의 간격은 생각하지 않습니다.)","a = 12
b = 6
c = 72
d = 4
y = (a * b / c) ** (1 / 2) * d
print(y)",4,"가로 12 미터 , 세로 6 미터 인 직사각 형 모양 의 주차 구역 이 있 습니다 . 총 72 칸 의 정사각형 으로 나누 어 진 주차 구역 마다 의 크기 는 모두 같 다고 하 면 , 주차 구역 한 칸 의 둘레 는 몇 미터 일까요 ? ( 단 , 주차 구역 의 간격 은 생각 하 지 않 습니다 . )"
1801,3,7개의 점 중에서 2개의 점을 이용하여 그을 수 있는 선분은 모두 몇 개인가요?,"from itertools import combinations
a = list(range(1,7+1))
b = 2
y = len(list(combinations(a, b)))
print(y)",21,7 개 의 점 중 에서 2 개 의 점 을 이용 하 여 그을 수 있 는 선분 은 모두 몇 개 인가요 ?
1802,1,"학교에서 세훈이네 집까지의 거리가 30.5 미터 입니다. 학교에서 세훈이네 집까지의 거리는 학교에서 승호네 집 까지의 거리의 5배라고 할 때,  학교에서 승호네 집까지의 거리는 몇 미터 입니까?","a = 30.5
b = 5
y = a / b
print(y)",6.10,"학교 에서 세훈 이 네 집 까지 의 거리 가 30 . 5 미터 입니다 . 학교 에서 세훈 이 네 집 까지 의 거리 는 학교 에서 승호 네 집 까지 의 거리 의 5 배 라고 할 때 , 학교 에서 승호 네 집 까지 의 거리 는 몇 미터 입니까 ?"
1803,8,철사 36cm를 모두 다 사용하여 가장 큰 정사각형 한 개를 만들었습니다. 만든 정사각형의 한 변의 길이는 몇cm 입니까?,"a = 36
b = 4
y = a / b
print(y)",9,철사 36 cm 를 모두 다 사용 하 여 가장 큰 정사각형 한 개 를 만들 었 습니다 . 만든 정사각형 의 한 변의 길이 는 몇 cm 입니까 ?
1804,8,"가로가 2.3미터이고 세로가 5.7미터인 직사각형모양 땅의 가로와 세로를 각각 3배씩 늘렸다면, 새로운 땅의 넓이는 몇 제곱미터입니까?","a = 2.3
b = 5.7
c = 3
y = a * c * b * c
print(y)",117.99,"가로 가 2 . 3 미터 이 고 세로 가 5 . 7 미터 인 직사각 형 모양 땅 의 가로 와 세로 를 각각 3 배 씩 늘렸 다면 , 새로운 땅 의 넓이 는 몇 제곱미터 입니까 ?"
1805,2,12 이상 24 이하인 자연수는 모두 몇 개일 지 구해보시오.,"a = 12
b = 24
y = b - a + 1
print(y)",13,12 이상 24 이 하인 자연수 는 모두 몇 개 일 지 구해 보 시 오 .
1806,1,"승미와 가경이의 평균 몸무게는 48kg 이고, 재찬이의 몸무게는 75kg 입니다. 세 사람의 평균 몸무게는 몇 kg입니까?","a = 48
b = 75
y = (a * 2 + b) / 3
print(y)",57,"승 미 와 가경 이 의 평균 몸무게 는 48 kg 이 고 , 재 찬 이 의 몸무게 는 75 kg 입니다 . 세 사람 의 평균 몸무게 는 몇 kg 입니까 ?"
1807,1,(70－10)×6와 70－(10×6) 두 식의 계산 결과의 차이는 얼마인지 구하세요.,"a = (70 - 10) * 6
b = 70 - (10 * 6)
y = a - b
print(y)",350,( 70 － 10 ) × 6 와 70 －( 10 × 6 ) 두 식 의 계산 결과 의 차이 는 얼마 인지 구하 세요 .
1808,8,"가로가 3cm , 세로가 5cm인 직사각형과 네 변의 길이의 합이 같은 정사각형의 한 변은 몇cm 인지 구하시오","a = 3
b = 5
c = 4
y = (a + b) * 2 / c
print(y)",4,"가로 가 3 cm , 세로 가 5 cm 인 직사각 형 과 네 변의 길이 의 합 이 같 은 정사각형 의 한 변 은 몇 cm 인지 구하 시 오"
1809,8,한 변의 길이가 55cm인 액자의 네 변의 길이의 합은 몇 cm일까요?,"a = 55
b = 4
y = a * b
print(y)",220,한 변의 길이 가 55 cm 인 액자 의 네 변의 길이 의 합 은 몇 cm 일까요 ?
1810,8,넓이가 90센티미터제곱인 직사각형의 세로가 10cm 일 때 가로는 몇 cm 입니까?,"a = 90
b = 10
y = a / b
print(y)",9,넓이 가 90 센티미터 제곱 인 직사각 형 의 세로 가 10 cm 일 때 가로 는 몇 cm 입니까 ?
1811,1,서현이는 매일 물을 2.4L씩 마십니다. 서현이가 6일 동안 마신 물은 몇 L일까?,"a = 2.4
b = 6
y = a * b
print(y)",14.40,서현 이 는 매일 물 을 2 . 4 L 씩 마십니다 . 서현 이 가 6 일 동안 마신 물 은 몇 L 일까 ?
1812,8,네 변의 길이의 합이 96센티미터 인 정사각형 모양의 색종이를 정삼각형의 한 변이 색종이의 한 변이 되도록 잘라서 만든 가장 큰 정삼각형의 둘레를 구하시오.,"a = 96
b = 4
c = 3
y = (a / b) * c
print(y)",72,네 변의 길이 의 합 이 96 센티미터 인 정사각형 모양 의 색종이 를 정삼각형 의 한 변이 색종이 의 한 변이 되 도록 잘라서 만든 가장 큰 정삼각형 의 둘레 를 구하 시 오 .
1813,1,"어느회사에서 오늘 은행에 100만 원짜리 수표 50장, 10만 원짜리 수표 3장을 맡겼다면, 이 회사에서 오늘 은행에 맡긴 돈은 모두 얼마입니까?","a = 50 * 1000000
b = 3 * 100000
y = a + b
print(y)",50300000,"어느 회사 에서 오늘 은행 에 100 만 원 짜리 수표 50 장 , 10 만 원 짜리 수표 3 장 을 맡겼 다면 , 이 회사 에서 오늘 은행 에 맡긴 돈 은 모두 얼마 입니까 ?"
1814,8,"가로의 길이가 9센티미터, 세로의 길이가 8센티미터인 직사각형이 있습니다. 이 직사각형의 넓이를 구하시오.","a = 8
b = 9
y = a * b
print(y)",72,"가로 의 길이 가 9 센티미터 , 세로 의 길이 가 8 센티미터 인 직사각형 이 있 습니다 . 이 직사각 형 의 넓이 를 구하 시 오 ."
1815,7,"핸드폰 사진첩에 어머니 1391개, 아버지는 1371개의 사진이 있습니다. 더 사진이 많은 사람은 누구인가요?","a = 1391
b = 1371
dicts = {'어머니': a, '아버지': b}
y = max(dicts, key=dicts.get)
print(y)",어머니,"핸드폰 사진첩 에 어머니 1391 개 , 아버지 는 1371 개 의 사진 이 있 습니다 . 더 사진 이 많 은 사람 은 누구 인가요 ?"
1816,8,한변의 길이가 50센티미터인 마름모의 둘레는 몇 센티미터입니까?,"a = 50
b = 4
y = a * b
print(y)",200,한 변의 길이 가 50 센티미터 인 마름모 의 둘레 는 몇 센티미터 입니까 ?
1817,1,시은이는 탁구공을 던져 넣는 게임을 하였습니다. 공을 40번 던져서 9번을 넣었을 때 시은이의 골 성공확률을 구해 보세요.,"a = 40
b = 9
y = b / a
print(y)",0.225,시 은 이 는 탁구공 을 던져 넣 는 게임 을 하 였 습니다 . 공 을 40 번 던져서 9 번 을 넣 었 을 때 시 은 이 의 골 성공 확률 을 구해 보 세요 .
1818,7,"영철이네 집에서 학교까지는 0.88 km 이고, 도서관까지는 0.97 km입니다. 학교와 도서관 중 영철이네 집에서 더 가까운 곳은 어디일까요?","a = 0.88
b = 0.97
dicts = {""학교"": a, ""도서관"": b}
y = min(dicts, key=dicts.get)
print(y)",학교,"영철 이 네 집 에서 학교 까지 는 0 . 88 km 이 고 , 도서관 까지 는 0 . 97 km 입니다 . 학교 와 도서관 중 영철 이 네 집 에서 더 가까운 곳 은 어디 일까요 ?"
1819,3,"4장의 숫자 카드 3, 5, 6, 8 에서 2장을 한 번씩만 사용하여 두 자리 수를 만드려고 합니다. 이중, 가장 큰 수와 가장 작은 수의 곱을 구해보시오.","from itertools import permutations

a = ['3', '5', '6' , '8']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = c * d
print(y)",3010,"4 장 의 숫자 카드 3 , 5 , 6 , 8 에서 2 장 을 한 번 씩 만 사용 하 여 두 자리 수 를 만드 려고 합니다 . 이중 , 가장 큰 수 와 가장 작 은 수 의 곱 을 구해 보 시 오 ."
1820,7,"유정이의 줄넘기의 길이는 1 m 22cm이고 진희의 줄넘기의 길이는 121 cm라면, 누구의 줄넘기가 더 긴지 구하시오.","a = 1 * 100 + 22
b = 121
dicts = {'유정': a, '진희': b}
y = max(dicts, key=dicts.get)
print(y)",유정,"유정 이 의 줄넘기 의 길이 는 1 m 22 cm 이 고 진희 의 줄넘기 의 길이 는 121 cm 라면 , 누구 의 줄넘기 가 더 긴지 구하 시 오 ."
1821,7,"수진이는 줄넘기를 10일간 하루에 30번 씩, 수민이는 줄넘기를 11일동안 하루에 29번 씩 했다고 합니다. 둘 중 줄넘기를 더 많이 한 사람은 누구일까요?","a = 10 * 30
b = 11 * 29
dicts = {'수진':a, '수민':b}
y = max(dicts, key=dicts.get)
print(y)",수민,"수진 이 는 줄넘기 를 10 일 간 하루 에 30 번 씩 , 수민 이 는 줄넘기 를 11 일 동안 하루 에 29 번 씩 했 다고 합니다 . 둘 중 줄넘기 를 더 많이 한 사람 은 누구 일까요 ?"
1822,5,"계산 결과를 비교하여 ○ 안에 >, =, <를 알맞게 써넣으시오. 50 * 6 ○ 100 * 4","a = 50 * 6
b = 100 * 4
if a > b:
    y = '>'
elif a < b:
    y = '<'
else:
    y = '='
print(y)",<,"계산 결과 를 비교 하 여 ○ 안 에 >, =, < 를 알맞 게 써 넣 으시오 . 50 * 6 ○ 100 * 4"
1823,8,"가로는 9cm , 세로는 2cm인 직사각형 모양의 땅의 넓이는 몇 cm²인지 구해 보세요.","a = 9
b = 2
y = a * b
print(y)",18,"가로 는 9 cm , 세로 는 2 cm 인 직사각 형 모양 의 땅 의 넓이 는 몇 cm ² 인지 구해 보 세요 ."
1824,1,"지연이의 키는 155센티미터이고, 아버지의 키는 177센티미터입니다. 언니의 키는 지연이보다 5센티미터 더 크다고 하면, 아버지와 언니의 키의 차는 몇센티미터인가요?","a = 155
b = 177
c = 5
y = b - (a + c)
print(y)",17,"지연 이 의 키 는 155 센티미터 이 고 , 아버지 의 키 는 177 센티미터 입니다 . 언니 의 키 는 지연 이 보다 5 센티미터 더 크 다고 하 면 , 아버지 와 언니 의 키 의 차 는 몇 센티미터 인가요 ?"
1825,7,"바다를 보러 가는 데 버스로 현수는 6/7시간, 성준이는 8/10시간 걸렸습니다. 누가 더 오래걸렸을까요?","a = 6/7
b = 8/10
dict = {'현수': a, '성준': b}
y = max(dict, key=dict.get)
print(y)",현수,"바다 를 보 러 가 는 데 버스 로 현수 는 6 / 7 시간 , 성준 이 는 8 / 10 시간 걸렸 습니다 . 누가 더 오래 걸렸 을까요 ?"
1826,4,"A는 2×3×4×5×6, B는 2×3×5×6입니다. A. B의 최대공약수와 최소공배수를 더한 값을 구해보시오.","import math
a = 2 * 3 * 4 * 5 * 6
b = 2 * 3 * 5 * 6
y = math.gcd(a, b) + a * b / math.gcd(a, b)
print(y)",900,"A 는 2 × 3 × 4 × 5 × 6 , B 는 2 × 3 × 5 × 6 입니다 . A . B 의 최대공약수 와 최소공배수 를 더 한 값 을 구해 보 시 오 ."
1827,7,승우의 달리기 기록은 199초이고 현호는 3분 20초입니다. 달리기 기록이 더 좋은 사람은 누구일까요?,"a = 199
b = 3
c = 20
dicts = {'승우': a, '현호': b * 60 + c}
y = min(dicts, key=dicts.get)
print(y)",승우,승우 의 달리기 기록 은 199 초 이 고 현호 는 3 분 20 초 입니다 . 달리 기 기록 이 더 좋 은 사람 은 누구 일까요 ?
1828,8,넓이가 80k제곱미터이고 세로가 20k미터인 직사각형이 있습니다. 이 직사각형의 세로는 몇 미터인가요?,"a = 80
b = 20
y = a / b * 1000
print(y)",4000,넓이 가 80 k 제곱 미터 이 고 세로 가 20 k 미터 인 직사각형 이 있 습니다 . 이 직사각 형 의 세로 는 몇 미터 인가요 ?
1829,1,"남학생 15명은 5명씩 한 모둠을 만들고, 여학생 16명은 7명씩 한 모둠을 만들었습니다. 만든 모둠은 모두 몇 모둠일까요?","a = 15
b = 5
c = 16
d = 7
y = a // b + c // d
print(y)",5,"남학생 15 명 은 5 명 씩 한 모둠 을 만들 고 , 여학생 16 명 은 7 명 씩 한 모둠 을 만들 었 습니다 . 만든 모둠 은 모두 몇 모둠 일까요 ?"
