,Unnamed: 0,class,problem,code,answer
791,791,6,어떤 수와 5의 차에 3을 곱해야 할 것을 잘못하여 5와 어떤 수의 합에 3을 곱했더니 45가 되었습니다. 바르게 계산하면 얼마인가요?,"a = 5
b = 3
c = 5
d = 3
e = 45
y = abs(a - ((e / d) - c)) * b
print(y)",15
792,792,1,화성이의 몸무게는 45kg 500g이고 가방의 무게는 3900g입니다. 화성이가 가방을 메고 저울에 올라가면 몇 g인가요?,"a = 45500
b = 3900
y = a + b
print(y)",49400
793,793,3,"숫자 카드 1, 5, 9, 2, 8를 한 번씩만 사용하여 만들 수 있는 세 자리 수 중 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","from itertools import permutations

a = ['1', '5', '9', '2', '8']
b = list(map(''.join, permutations(a, 3)))
c = int(max(b))
d = int(min(b))
y = c - d
print(y)",860
794,794,1,"50명의 학생들이 한 줄로 줄을 섰습니다. 윤기의 앞에 15명의 학생들이 서있다면, 윤기의 뒤에 서 있는 학생은 몇 명인지 구해보시오.","a = 50
b = 15
y = a - (b + 1)
print(y)",34
795,795,8,"둘레가 60센티미터인 평행사변형이 있습니다. 이 평행사변형의 한 변의 길이가 17센티미터일 때, 다른 변의 길이를 구하세요.","a = 60
b = 17
y = (a - 2 * b) / 2
print(y)",13
796,796,1,볼펜 56자루를 한 명에게 7 자루씩 주려고 합니다. 몇 명에게 나누어 줄 수 있을까요?,"a = 56
b = 7
y = a // b
print(y)",8
797,797,1,"길이가 9센티미터 1밀리미터 인 철사를 7 도막으로 똑같이 나누었다면, 나누어진 철사 한 도막의 길이는 몇 밀리미터 입니까?","a = 9 * 10 + 1
b = 7
y = a / b
print(y)",13
798,798,1,바가지에 물을 가득 채워 물뿌리개에 3번 부었더니 1L 200mL가 되었습니다. 이 바가지에 물을 가득 채워 빈 물뿌리개에 15번 부으면 물뿌리개에 채워지는 물은 모두 몇 mL일까요?,"a = 3
b = 1200
c = 15
y = b / a * c
print(y)",6000
799,799,1,참외 45개를 한 봉지에 9개씩 담으면 몇 봉지에 나누어 담아지나요?,"import math

a = 45
b = 9
y = math.ceil(a / b)
print(y)",5
800,800,1,태양과 행성 A사이의 거리는 태양과 지구 사이의 거리인 1억 4970만km의 20배일 때 태양과 행성 A사이의 거리는 몇 km일까요?,"a = 149700000
b = 20
y = a * b
print(y)",2994000000
801,801,5,형과 동생은 용돈 10000원을 받아 3:2비율로 나누려고 합니다. 형이 가지게 되는 용돈을 구해 보세요.,"a = 10000
b = 3
c = 2
y = a / (b + c) * b
print(y)",6000
802,802,4,138의 약수의 개수를 구해 보세요.,"a = 138
y = 0
for i in range(1, a + 1):
    if a % i == 0:
        y += 1
print(y)",8
803,803,1,자 49자루를 필통 7개에 똑같이 나누어 넣으려고 합니다. 필통 한 개에 자를 몇 자루씩 넣어야 하는지 구해보세요,"a = 49
b = 7
y = a // b
print(y)",7
804,804,1,2리터짜리 생수병에 물을 가득 채워 주전자에 5번 부었더니 딱 가득 찼습니다. 주전자의 들이는 몇 밀리리터인지 구하세요.,"a = 2 * 1000
b = 5
y = a * b
print(y)",10000
805,805,8,"삼각형의 두 각의 크기가 각각 15°, 70° 일 때 나머지 한 각의 크기는 얼마입니까?","a = 15
b = 70
c = 180
y = c - (a + b)
print(y)",95
806,806,8,한 변의 길이가 10센티미터인 정팔각형이 있습니다. 이 도형의 둘레를 구하세요.,"a = 10
b = 8
y = a * b
print(y)",80
807,807,7,"A는 12 * 4이고, B는 11 * 5입니다. A , B 둘 중 더 큰 것은 무엇입니까?","a = 12 * 4
b = 11 * 5
dicts = {'A': a, 'B': b}
y = max(dicts, key=dicts.get)
print(y)",B
808,808,1,진태는 오늘 아침 따뜻한물 3/7L에 차가운물 4/8L를 섞어서 세수를 했습니다. 진태가 세수를 할 때 사용한 물은 총 몇 L인지 구하시오.,"a = 3 / 7
b = 4 / 8
y = a + b
print(y)",0.93
809,809,8,반지름이 9센티미터인 원 모양의 바퀴 자가 학교 정문에서 공원까지 50바퀴 돌았다면 학교 정문에서 공원까지의 거리는 몇 센티미터인지 구해 보세요. (원주율: 3.14),"a = 9
b = 50
c = 3.14
y = 2 * a * c * b
print(y)",2826
810,810,8,길이가 100센티미터인 철사로 만들 수 있는 가장 큰 정사각형의 한 변의 길이는 몇 센티미터입니까?,"a = 100
b = 4
y = a / b
print(y)",25
811,811,5,"어떤 그릇에 물을 가득 채우려면 컵 A로는 10번 부어야 하고, 컵 B로는 100번을 부어야 합니다. 컵 A의 들이는 컵 B의 들이의 몇 배입니까?","a = 10
b = 100
y = (1 / a) / (1 / b)
print(y)",10
812,812,7,"기수의 실의 길이는 12센티미터인 끈 4개의 길이와 같고, 보라의 실의 길이는 52센티미터입니다. 두 실의 길이의 차를 구하시오","a = 12
b = 4
c = 52
y = abs(a * b - c)
print(y)",4
813,813,8,"사각형의 세 각의 크기가 각각 100°, 60°, 80°입니다. 나머지 한 각의 크기는 얼마일까요?","a = 360
b = 100
c = 60
d = 80
y = a - b - c - d
print(y)",120
814,814,1,민수는 9000원이 있습니다. 서점에 가서 7800원 짜리 동화책을 산다면 민수에게 남는 돈은 얼마인가요?,"a = 9000
b = 7800
y = a - b
print(y)",1200
815,815,4,"숫자 1, 81, 33 중에서, 가장 큰 수에서 나머지 두 수를 뺀 값을 구하시오.","a = [1, 81, 33]
b = max(a)
c = 0
for i in a:
    if i != b:
        c = c + i
y = b - c
print(y)",47
816,816,1,한 도막의 길이가 30센티미터 인 종이테이프 10도막을 20센티미터 씩 겹치게 이어 붙인 종이 테이프 전체의 길이는 몇 센티미터 입니까?,"a = 30
b = 10
c = 20
y = a * b - c * (b - 1)
print(y)",120
817,817,1,"우유와 주스가 총 31개 있을때, 주스가 우유보다 5개 더 적게 있다면 주스는 몇 개 있습니까?","a = 31
b = 5
y = (a - b) // 2
print(y)",13
818,818,8,"둘레가 25cm 인 정사각형과 가로가 7cm 이고, 둘레가 30cm 인 직사각형의 넓이의 차는 몇 cm²입니까?","a = 25
b = 4
c = 7
d = 30
y = (c * (d / 2 - c)) - (a / b) ** 2
print(y)",16.9375
819,819,1,영철이네 집에는 매일 아침 8/6 L 의 두유가 배달됩니 다. 19일 동안 배달된 두유의 양은 모두 몇 L 입니까?,"a = 8/6
b = 19
y = a * b
print(y)",25.333333333333332
820,820,1,스카프 한 개의 길이는 0.5m입니다. 똑같은 스카프 12개의 길이는 모두 몇 m입니까?,"a = 0.5
b = 12
y = a * b
print(y)",6
821,821,1,"수학 올림피아드에 참가한 여학생 40명, 남학생은 40명이 있습니다. 이 학생들을 8조로 똑같이 나눈다면 한 모둠에 몇 명씩 됩니까?","a = 40
b = 40
c = 8
y = (a + b) // c
print(y)",10
822,822,1,"운동장에 남학생이 25명, 여학생이 42명 있습니다.이 중 체육복을 입은 학생이 23명이라면 체육복을 입지 않은 학생은 몇 명일까요?","a = 25
b = 42
c = 23
y = a + b - c
print(y)",44
823,823,5,"두 식 A = B + 1/6 , B + 11/13 = 17/13이 있을때, A와 B의 합을 소수로 나타내세요.","a = 1 / 6
b = 11 / 13
c = 17 / 13
d = c - b
e = d + a
y = e + d
print(y)",1.09
824,824,1,"길이가180 cm인 줄자를 똑같이 3등분 한 것 중 한 부분과 112cm인 줄자를 똑같이 4등분 한 것 중 한 부분을 이었습니다. 두 부분을 이어 붙였을 때 겹쳐진 부분의 길이가 12cm이면, 이어 줄자의 전체 길이는 몇 cm일까요?","a = 180
b = 3
c = 112
d = 4
e = 12
y = a / b + c / d - e
print(y)",76
825,825,8,"길이가 20cm 인 철사를 남김 없이 모두 사용하여 직사각형의 가로를 8cm로 만든다고 하면, 세로는 몇 cm 로 해야 합니까?","a = 20
b = 8
y = (a - b * 2) / 2
print(y)",2
826,826,1,대호는 480 원짜리 연필 3 자루와 400 원짜리 지우개 1 개를 사고 5000 원을 냈습니다. 대호가 받을 거스름돈은 얼마일까요?,"a = 480
b = 3
c = 400
d = 1
e = 5000
y = e - (a * b + c * d)
print(y)",3160
827,827,8,한변의 길이가 4cm인 마름모의 네변의 합을 구하세요.,"a = 4
b = 4
y = a * b
print(y)",16
828,828,8,"둘레가 20cm인 정사각형과 가로가 5cm이고, 둘레가 22cm 인 직사각형이 있습니다. 두 도형의 넓이의 차가 몇 cm²인지 구하시오.","a = 20
b = 4
c = 5
d = 22
e = (a / b) ** 2
f = c * (d / 2 - c)
y = abs(e - f)
print(y)",5
829,829,4,분모가 54인 진분수 중에서 약분하면 6/9이 되는 분수의 분자는 몇일까요?,"a = 54
b = 6/9
y = b * a
print(y)",36
830,830,8,길이가 80cm인 철사가 있습니다. 이를 모두 사용하여 가장 큰 정사각형을 한 개 만들었습니다. 만든 정사각형의 한 변은 몇 cm 입니까?,"a = 80
b = 4
y = a / b
print(y)",20
831,831,1,동진이네 반 학생 48명에게 연필을 5자루씩 나누어 주려고 합니다. 연필을 12자루씩 묶음으로만 판다면 최소 몇 묶음을 사야 하는지 구해 보세요.,"import math

a = 48
b = 5
c = 12
y = math.ceil((a * b) / c)
print(y)",20
832,832,8,"수진이는 가로가 50cm , 세로가 60cm 인 직사각형 모양의 천으로 옷감를 만들었습니다. 수진이가 사용한 천의 넓이는 몇 cm²입니까?","a = 50
b = 60
c = 4
y = a * b
print(y)",3000
833,833,8,한 변의 길이가 10미터인 정구각형이 있습니다. 이 도형의 둘레는 몇 미터인지구해 보시오.,"a = 10
b = 9
y = a * b
print(y)",90
834,834,1,길이가 2센티미터로 9번인 선의 길이는 몇 센티미터일까요?,"a = 2
b = 9
y = a * b
print(y)",18
835,835,8,"한 변의 길이가 20cm인 정사각형과 가로의 길이가 12cm인 직사각형의 둘레가 같다면, 직사각형의 세로의 길이는 몇 cm 입니까?","a = 20
b = 4
c = 12
d = a * b
y = (d - c * 2) / 2
print(y)",28
836,836,1,레몬이 30 개 있습니다. 6 명에게 똑같이 나누어 주면 한 명에게 레몬을 몇 개씩 줄 수 있을까요?,"a = 30
b = 6
y = a // b
print(y)",5
837,837,1,승리가 자전거를 타고 3/20km를 가는 데 1/10시간이 걸립니다. 같은 빠르기로 자전거를 탄다면 3시간 동안 갈 수 있는 거리는 몇 km인지 소수점 아래 둘째자리까지 나타내보세요.,"a = 3/20
b = 1/10
c = 3
y = a / b * c
print(""%.2f"" %y)",4.50
838,838,5,다음 비례식 18:6 = 72:A을 만족하는 A를 구하시오.,"a = 18
b = 6
c = 72
y = b * c / a
print(y)",24
839,839,3,1부터 9까지의 수를 한 번씩 사용하여 만들 수 있는 가장 큰 수는 얼마입니까?,"a = [1, 2, 3, 4, 5, 6, 7, 8, 9]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",987654321
840,840,1,"어떤 의류 회사의 매출액은 1년에 3000원씩 늘어난다고 합니다. 이 회사의 2011년 매출액이 8640원일 때, 2017년의 매출액은 얼마가 되겠습니까?","a = 8640
b = 3000
c = 2017
d = 2011
e = c - d
y = a + b * e
print(y)
",26640
841,841,3,어떤 수는 60의 약수이면서 6의 배수가 아닙니다. 조건을 만족하는 수는 모두 몇 개 인가요?,"a = 60
b = 6
y = 0
for i in range(1, a + 1):
    if a % i == 0 and i % b != 0:
        y += 1
print(y)",8
842,842,8,"가로가 1.8센티미터, 세로가 3.8센티미터인 직사각형과 한변의 길이가 7.8센티미터인 정사각형이 있다. 두 도형의 넓이의 합을 구하시오. ","a = 1.8
b = 3.8
c = 7.8
y = (a * b) + (c ** 2)
print(y)",67.68
843,843,8,넓이가 81센티미터제곱인 정사각형의 한 변의 길이는 몇 센티미터입니까?,"a = 81
y = a ** 0.5
print(y)",9
844,844,8,"넓이가 1cm²인 사각형 A가 있습니다. 도형 B의 넓이는 A의 6배이고, 도형 C의 넓이는 A의 2배입니다. B가 C보다 넓이가 몇 cm² 더 넓은지 구하세요.","a = 1
b = 6
c = 2
y = b * a - c * a
print(y)",4
845,845,1,어느 음식점에서 매일 똑같은 양의 식초를 사용합니다. 식초15.45L를 21일 동안 사용했다면 하루에 사용한 식초는 몇 L가 될까?,"a = 15.45
b = 21
y = a / b
print(y)",0.74
846,846,8,한변의 길이가 8센티미터인 정칠각형이 있습니다. 이 정칠각형의 둘레를 구하시오.,"a = 8
b = 7
y = a * b
print(y)",56
847,847,1,솔미는 피자 한 판을 똑같이 12조각으로 나누어 그중 3조각을 먹었습니다. 솔미가 먹은 피자는 전체의 얼마인가요?,"a = 3
b = 12
y = a / b
print(y)",0.25
848,848,1,매칠차와 유자차가 합치면 10리터 있습니다. 매칠차가 5.7리터 있다면 유자차는 몇 리터 있을까요?,"a = 10
b = 5.7
y = a - b
print(y)",4.30
849,849,6,어떤 수를 3으로 나누어야 할 것을 잘못하여 8로 나누었더니 9가 되었습니다. 바르게 계산해보시오.,"a = 3
b = 8
c = 9
d = b * c
y = d / a
print(y)",24
850,850,7,"어느 빵집에서 크림빵은 4개에 3000원이고, 피자빵은 3개에 2500원이라고 합니다. 크림빵과 피자빵중에 1개의 가격이 비싼 빵은 무엇입니까?","a = 4
b = 3000
c = 3
d = 2500
dicts = {'크림빵': b / a, '피자빵': d / c}
y = max(dicts, key=dicts.get) 
print(y)",피자빵
851,851,8,"둘레가 200cm인 큰 정사각형이 있습니다. 이 정사각형 안에 선을 그어 크기가 똑같은 4개의 작은 정사각형을 만들었다면, 작은 정사각형의 한 변은 몇 cm인지 구하시오.","a = 200
b = 4
c = b ** 0.5
y = (a / 4) / c
print(y)",25
852,852,1,길이가 2 cm로 7번인 선을 그었습니다. 선의 길이는 몇 cm일까요?,"a = 2
b = 7
y = a * b
print(y)
",14
853,853,8,"넓이가 50cm²이고, 가로의 길이가 5cm인 직사각형이 있습니다. 이 직사각형의 세로의 길이는 몇 cm입니까?","a = 50
b = 5
y = a / b
print(y)",10
854,854,1,"시루떡을 똑같이 10조각으로 나누어 누나는 그중 6조각을 먹었고, 동생은 4조각을 먹었습니다. 누나와 동생이 먹은 시루떡의 조각 차를 구하시오.","a = 10
b = 6
c = 4
y = b - c
print(y)",2
855,855,1,26.7kg의 귀리를 한 봉지에 0.4 kg씩 모두 담으려고 합니다. 몇 봉지가 될까요?,"import math

a = 26.7
b = 0.4
y = math.ceil(a / b)
print(y)",67
856,856,1,경상남도의 넓이는 약 20000km²이고 인구는 약 5882000명입니다. 경상북도의 넓이에 대한 인구의 비율은 약 얼마인가요?,"a = 20000
b = 5882000
y = b / a
print(y)",294.1
857,857,5,어떤 수의 8번째 배수와 10번째 배수의 합은 54입니다. 어떤 수의 11번째 배수를 구해 보세요.,"a = 8
b = 10
c = 54
d = 11
y = c / (a + b) * d
print(y)",33
858,858,3,"3장의 수 카드 2, 9, 8가 있습니다. 이를, 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하세요.","from itertools import permutations

a = ['2', '9', '8']
b = int(max(map(''.join, permutations(a, 3))))
c = int(min(map(''.join, permutations(a, 3))))
y = b - c
print(y)",693
859,859,1,"큰 상자의 무게는 60kg이고, 작은 상자의 무게는 5kg입니다. 큰 상자의 무게는 작은 상자의 무게의 몇 배인지 구해보시오.","a = 60
b = 5
y = a / b
print(y)",12
860,860,8,"원 A의 지름은 24cm이고 원 B의 지름은 원 A의 반지름과 같습니다. 이때, 원 B의 반지름은 몇 cm입니까?","a = 24
b = a / 2
y = b / 2
print(y)",6
861,861,4,"숫자 2,9,23,55가 있습니다. 이중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [2, 9, 23, 55]
y = max(a) * min(a)
print(y)",110
862,862,1,승우의 어머니께서는 중국으로 출장을 가시기 전에 환전하려고 합니다.  우리나라 돈 1000 원이 중국 돈 6.24 위안일 때 우리나라 돈 200000 원으로 환전할 수 있는 중국 돈은 몇 위안인가요?,"a = 1000
b = 6.24
c = 200000
y = c / a * b
print(y)",1248
863,863,5,"두 수A,B의 합은 56이고 차는 16입니다. 두 수 A,B의 곱을 구해보세요.","a = 56
b = 16
y = ((a + b) / 2) * (a - (a + b) / 2)
print(y)",720
864,864,8,"밑변이 15센티미터, 높이가 6센티미터인 삼각형이 있습니다. 이 삼각형의 넓이를 구하세요.","a = 15
b = 6
y = a * b / 2
print(y)",45
865,865,3,"숫자 카드 1, 5, 3, 9, 7, 8 를 한 번씩 사용하여 만들 수 있는 여섯 자리 수 중에서 가장 큰 수를 구하시오.","a = [1, 5, 3, 9, 7, 8]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",987531
866,866,1,예림이네 과수원에서는 오늘 사과를 수확했습니다. 사과를 한 상자에 20개씩 담았더니 25상자가 되고 15개가 남았습니다. 오늘 수확한 사과는 모두 몇 개일까요?,"a = 20
b = 25
c = 15
y = a * b + c
print(y)",515
867,867,1,"지섭이는 645개, 승호는 251개, 동엽이는 354개, 범호는 416개의 복숭아를 땄습니다. 지섭이와 동엽이가 딴 복숭아를 합하면 승호와 범호가 딴 복숭아를 합한 것보다 몇 개 더 많은지 찾아보시오.","a = 645 
b = 251 
c = 354
d = 416
e = a + c
f = b + d
y = e - f
print(y)",332
868,868,8,"가로의 길이가 5cm, 세로의 길이가 6cm인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 cm²일까요?","a = 5
b = 6
y = a * b
print(y)",30
869,869,8,진희는 둘레가 444.88cm인 정사각형 모양 캔버스에 유화를 그렸습니다. 캔버스의 한 변의 길이는 몇 cm인가요?,"a = 444.88
b = 4
y = a / b
print(y)",111.22
870,870,8,"가로의 길이가 15센티미터, 세로의 길이가 9센티미터인 직사각형의 둘레는 몇 센티미터인가요?","a = 15
b = 9
y = (a + b) * 2
print(y)",48
871,871,6,어떤 수에서 187을 빼야 할 것을 실수로 더했더니 1000이 되었습니다. 바르게 계산하면 얼마인지 구하세요.,"a = 187
b = 1000
y = b - a - a
print(y)",626
872,872,1,32센티미터의 색 테이프를 4조각으로 나누었습니다. 이 중에서 3조각의 길이는 몇 센티미터인가요?,"a = 32
b = 4
c = 3
y = a / b * c
print(y)",24
873,873,1,윤지네 반의 학급 문고는 모두 200권이고 그중에서 32권이 과학책입니다. 과학책 수와 전체 학급 문고 수의 비율을 구해보고 소수로 나타내보세오.,"a = 200
b = 32
y = b / a
print(y)",0.16
874,874,3,"4장의 숫자 카드 1, 5, 8, 9 중에서, 2장을 골라 한 번씩만 사용하여 AB/2 와 같은 나눗셈식을 만들려고 합니다. 만든 나눗셈의 몫이 가장 클 때의 몫을 구하시오. ","from itertools import permutations

a = ['1', '5', '8', '9']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = 2
y = c // d
print(y)",49
875,875,1,상자에 사과를 8개씩 담았습니다. 상자의 개수가 6개일 때 사과의 개수는 몇 개일 지 계산해보세요.,"a = 8
b = 6
y = a * b
print(y)",48
876,876,3,1부터 9까지의 수 중에서 다음 식 5 * A > 30 을 만족하는 수는 모두 몇 개입니까? ,"a = 1
b = 9
c = 5
d = 30
y = 0
for i in range(a, b + 1):
    if i > (d / c):
        y += 1
print(y)",3
877,877,8,"가로가 10 센티미터 , 세로가 30 센티미터인 직사각형 모양의 타일을 겹치지 않게 가로로 30개씩 10줄을 이어 붙였습니다. 이어 붙인 타일 전체의 둘레는 몇 센티미터인지 구하시오.","a = 10
b = 30
c = 30
d = 10
y = (a * c * 2) + (b * d * 2)
print(y)",1200
878,878,1,"물병과 보온병에 물을 가득 채운 뒤 모양과 크기가 같은 작은 컵에 옮겨 담았을 때, 물병은 12컵이 나왔고 보온병은 4컵이 나왔습니다. 물병은 보온병보다 몇 배더 액체를 담을 수 있나요?","a = 12
b = 4
y = a / b
print(y)",3
879,879,7,"우유가 12리터 있는데, 수연이가 전체의 2/5를 마셨고, 현우가 전체의 1/4를 마셨습니다. 수연이와 현우중에서 누가 우유를 더 많이 마셨습니까?","a = 12
b = 2/5
c = 1/4
dicts = {""수연"": a * b, ""현우"": a * c}
y = max(dicts, key=dicts.get)
print(y)",수연
880,880,8,"수영이는 가로가 11센티미터 , 세로가 19센티미터 인 직사각형 모양의 천을 가지고 있습니다. 수영이가 가진 천의 넓이는 몇 센티미터²입니까?","a = 11
b = 19
c = 4
y = a * b
print(y)",209
881,881,5,100과 25를 어떤 수로 나누면 두 수 모두 나누어떨어집니다. 어떤 수 중 가장 큰 수는 얼마인가요?,"import math

a = 100
b = 25
y = math.gcd(a, b)
print(y)",25
882,882,8,정오각형의 한 변의 길이가 140cm일 때 정오각형과 둘레가 같은 정칠각형의 한 변의 길이는 몇 cm인가요?,"a = 5
b = 7
c = 140
y = c * a / b
print(y)",100
883,883,5,6은 어떤 수의 1/5입니다. 어떤 수의 1/3은 얼마인지 구해 보시오.,"a = 6
b = 1/5
c = 1/3
y = a * c / b
print(y)",10
884,884,5,다음 식 533*A>1234이 있습니다. 이를 만족하는 자연수A 중에서 가장 작은 수를 구하시오.,"a = 533
b = 1234
y = b // a + 1
print(y)",3
885,885,3,1부터 5까지의 수를 한 번씩 사용하여 만들 수 있는 가장 큰 수를 구해 보시오.,"a = [1, 2, 3, 4, 5]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",54321
886,886,8,넓이가 95센티미터제곱인 마름모의 한 대각선이 5cm일 때 다른 대각선은 몇 cm 입니까?,"a = 95
b = 5
y = a * 2 / b
print(y)",38
887,887,3,"4장의 수 카드 8, 2, 3, 4 가 있습니다. 이를, 한 번씩만 사용하여 만든 2개의 두 자리 수를 곱할 때, 가장 작은 곱을 계산하세요.","from itertools import permutations

a = ['8', '2', '3', '4']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = min(c)
print(y)",912
888,888,1,연필 32개를 한 명에게 8개씩 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있는지 구해보시오.,"a = 32
b = 8
y = a // b
print(y)",4
889,889,5,다음 식 65/5=A 과 5*A=65 이 있습니다. 이를 만족하는 A를 구하시오. ,"a = 65
b = 5
y = a / b
print(y)",13
890,890,8,가로가 12cm이고 세로는 가로보다 15cm 더 긴 직사각형의 둘레는 몇 cm인지 구하시오.,"a = 12
b = 15
y = (a + a + b) * 2
print(y)",78
891,891,1,똑같은 우유병 27개를 담은 상자의 무게가 74.6kg입니다. 빈 상자의 무게가 2.2kg일 때 우유병 한 개의 무게는 몇 kg일까요?,"a = 27
b = 74.6
c = 2.2
y = (b - c) / a
print(y)",2.68
892,892,6,어떤 수에 30를 더해야 할 것을 잘못하여 21을 곱했더니 105가 되었습니다. 바르게 계산하면 얼마입니까?,"a = 30
b = 21
c = 105
y = c / b + a
print(y)",35
893,893,3,"3장의 숫자카드 6,2,4를 한 번씩만 사용하여 두자리수와 한자리수를 만들어 나눗셈식을 만들려고 합니다. 몫이 가장 크게 될때의 나머지를 구하시오.","from itertools import permutations

a = ['6', '2', '4']
b = 2
c = 1
d = int(max(map(''.join, permutations(a, b))))
e = int(min(map(''.join, permutations(a, c))))
y = d % e
print(y)",0
894,894,3,"숫자 1, 5, 9, 8, 7가 있습니다. 이중에서 50/60을 약분하려고 할 때 분모와 분자를 나눌 수 없는 수의 개수는 몇 개입니까?","a = [1, 5, 9, 8, 7]
b = 50
c = 60
y = 0
for i in a:
    if b % i != 0 or c % i != 0:
        y += 1
print(y)",3
895,895,8,한변의 길이가 5센티미터인 마름모가 있습니다. 이 마름모의 둘레를 구하세요.,"a = 5
b = 4
y = a * b
print(y)",20
896,896,8,"가로가 25센티미터 , 세로가 19센티미터인 직사각형 모양의 책 윗면의 넓이는 몇 센티미터²입니까?","a = 25
b = 19
c = 4
y = a * b
print(y)",475
897,897,8,넓이가 49제곱미터인 정사각형의 둘레는 몇 미터일까요?,"import math

a = 49
y = 4 * math.sqrt(a)
print(y)",28
898,898,1,"쿠키와 빵이 모두 90개 있는데, 빵이 쿠키보다 15개 더 많다면 쿠키는 몇 개 있습니까?","a = 90
b = 15
y = (a - b) / 2
print(y)",37.5
899,899,1,하트 모양 한 개를 만드는 데 철사가 3/4m 필요합니다. 9m의 철사로는 하트 모양을 몇 개까지 만들 수 있는지 구해 보세요.,"a = 3/4
b = 9
y = int(b / a)
print(y)",12
900,900,7,"세진이는 하루 24시간 중에서 1/6만큼, 현진이는 2/9만큼 비행기를 탔습니다. 누가 더 오래 비행기를 탔을까요?","a = 24
b = 1/6
c = 2/9
dict = {'세진' : a * b, '현진' : a * c}
y = max(dict, key=dict.get)
print(y)",현진
901,901,1,무게가 같은 라임이 한 봉지에 8개씩 들어 있습니다. 11봉지의 무게가 20kg일 때 라임 한 개의 무게는 몇 kg인지 쓰시오.,"a = 8
b = 11
c = 20
y = c / b / a
print(y)",0.23
902,902,4,1부터 100까지의 수 중에서 6의 배수이면서 8의 배수인 수의 개수를 구하여 보세요.,"a = 100
b = 6
c = 8
y = 0
for i in range(1, a + 1):
    if i % b == 0 and i % c == 0:
        y += 1
print(y)",4
903,903,8,"한변의 길이가 5cm인 정사각형과 가로가 9cm인 직사각형의 둘레가 같다면, 직사각형의 세로의 길이는 몇 cm입니까?","a = 5
b = 4
c = 9
y = (a * b - c * 2) / 2
print(y)",1
904,904,3,"숫자 카드 4, 3, 8이 있습니다. 이중에서, 2장을 골라 한 번씩만 사용하여 소수 한 자리 수를 만들 때, 4보다 큰 소수는 모두 몇 개 만들 수 있습니까?","from itertools import permutations

a = [4, 3, 8]
b = 2
c = 4
d = list(permutations(a, b))
y = 0
for i in d:
    if i[0] >= c:
        y += 1
if 0 in a and c in a:
    y -= 1
print(y)",4
905,905,8,직사각형의 넓이가 50km²이고 세로가 25km일 때 가로는 몇 m인가요?,"a = 50
b = 25
y = a / b * 1000
print(y)",2000
906,906,8,둘레가 24센티미터 이고 세로가 11센티미터 인 직사각형 모양의 수첩의 가로는 몇 센티미터 입니까?,"a = 24
b = 11
c = 4
y = (a - b * 2) / 2
print(y)",1
907,907,4,"숫자 45, 38, 12, 55중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [45, 38, 12, 55]
y = max(a) * min(a)
print(y)",660
908,908,1,58 x 35의 계산 결과를 구해보세요.,"a = 58
b = 35
y = a * b
print(y)",2030
909,909,4,"수 11, 13, 15, 17, 19, 21 가 있습니다. 이중에서 10 이상 15 미만인 수를 구하시오.","a = [11, 13, 15, 17, 19, 21]
b = 10
c = 15
y = 0
for i in a :
    if i>=b and i<c:
        y += 1
print(y)",2
910,910,1,희선이네 집은 이사를 가려고 책을 한 상자에 12권씩 담았더니 모두 24상자가 되고 1권이 남았습니다. 희선이네 집의 책은 모두 몇 권일까요?,"a = 12
b = 24
c = 1
y = (a * b) + c
print(y)",289
911,911,5,"다음 식 36/6 = A , 81/B=9이 있습니다. 이를, 만족하는 A와 B의 합을 구하시오.","a = 36
b = 6
c = 81
d = 9
y = (a / b) + (c / d)
print(y)",15
912,912,7,"172 cm인 친구의 키를 진수는 175cm으로 어림하였고 민현이는 170cm으로 어림하였다면, 둘 중에 누가 더 가깝게 어림하였는지 구하세요.","a = 172
b = 175
c = 170
dicts = {'진수': abs(a - b), '민현': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",민현
913,913,2,"달리기 시합에서 남구는 3등을 했고, 윤서는 5등을 했습니다. 석호는 윤서보다 잘했지만 남구보다는 못했습니다. 석호의 등수는 몇 등입니까?","a = 3
b = 5
y = b - 1
while y > 0:
    if y > a:
        break
    y -= 1
print(y)",4
914,914,1,"물 9.84L를 8개의 물통에 똑같이 나누어 담으려고 한다면, 물통 1개에 물을 몇 L 담아야 하는지 구해 보세요.","a = 9.84
b = 8
y = a / b
print(y)",1.23
